"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2016-11-05,2016-11-12,1,"1%",0.01,0.450608193389124,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"2.5%",0.025,0.450608193389124,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"5%",0.05,0.450608193389124,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"10%",0.1,0.450608193389124,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"15%",0.15,0.450608193389124,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"20%",0.2,0.450608193389124,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"25%",0.25,0.450608193389124,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"30%",0.3,0.450608193389124,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"35%",0.35,0.450608193389124,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"40%",0.4,0.450608193389124,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"45%",0.45,0.450608193389124,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"50%",0.5,0.450608193389124,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"55%",0.55,1.1241968702323,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"60%",0.6,1.12941964528891,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"65%",0.65,1.16012157249115,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"70%",0.7,1.1762205829027,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"75%",0.75,1.21130457024165,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"80%",0.8,1.21785048013724,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"85%",0.85,1.22677825365475,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"90%",0.9,1.25433275805027,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"95%",0.95,1.26840091468962,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"97.5%",0.975,1.41107651271936,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-12,1,"99%",0.99,1.41823133206447,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-19,2,"1%",0.01,0.548953052212946,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-19,2,"2.5%",0.025,0.548953052212946,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-19,2,"5%",0.05,0.548953052212946,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-19,2,"10%",0.1,0.548953052212946,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-19,2,"15%",0.15,0.548953052212946,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-19,2,"20%",0.2,0.548953052212946,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-19,2,"25%",0.25,0.548953052212946,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-19,2,"30%",0.3,0.548953052212946,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-19,2,"35%",0.35,0.548953052212946,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-19,2,"40%",0.4,0.548953052212946,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-19,2,"45%",0.45,0.548953052212946,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-19,2,"50%",0.5,0.548953052212946,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-19,2,"55%",0.55,1.10748795306386,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-05,2016-11-19,2,"60%",0.6,1.1262339445909,"ili perc","quantile","hhs1"
