location,origin_date,target_end_date,horizon,output_type_id,value,target,output_type
HHS Region 1,2019-12-14,2019-12-21,1,0.01,1.206556471158,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.025,1.24685149815684,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.05,1.33111379930062,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.1,1.45238150094442,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.15,1.53418415896786,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.2,1.61829023794195,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.25,1.72528094616209,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.3,1.77763705987694,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.35,1.81206253908177,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.4,1.87294627435408,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.45,1.95773324996409,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.5,12.9361752433894,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.55,12.9361752433894,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.6,12.9361752433894,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.65,12.9361752433894,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.7,12.9361752433894,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.75,12.9361752433894,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.8,12.9361752433894,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.85,12.9361752433894,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.9,12.9361752433894,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.95,12.9361752433894,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.975,12.9361752433894,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-21,1,0.99,12.9361752433894,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.01,1.19199544059342,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.025,1.24400953566581,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.05,1.30875892983944,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.1,1.41165683707945,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.15,1.48699936307664,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.2,1.57324416244016,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.25,1.6784894253547,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.3,1.73383687404335,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.35,1.78236444822593,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.4,1.84246751382542,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.45,1.92779091913315,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.5,10.0499244561756,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.55,10.0499244561756,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.6,10.0499244561756,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.65,10.0499244561756,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.7,10.0499244561756,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.75,10.0499244561756,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.8,10.0499244561756,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.85,10.0499244561756,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.9,10.0499244561756,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.95,10.0499244561756,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.975,10.0499244561756,ili perc,quantile
HHS Region 1,2019-12-14,2019-12-28,2,0.99,10.0499244561756,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.01,1.18014548377292,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.025,1.24392993948766,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.05,1.28869290111733,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.1,1.37276595342652,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.15,1.44145401920414,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.2,1.53029228137088,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.25,1.63347233162721,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.3,1.69165355473367,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.35,1.75407932767817,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.4,1.8134127170329,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.45,1.89907912265493,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.5,13.8892647317525,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.55,13.8892647317525,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.6,13.8892647317525,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.65,13.8892647317525,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.7,13.8892647317525,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.75,13.8892647317525,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.8,13.8892647317525,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.85,13.8892647317525,ili perc,quantile
HHS Region 1,2019-12-14,2020-01-04,3,0.9,13.8892647317525,ili perc,quantile
