"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2019-04-13,2019-04-20,1,"1%",0.01,0.827839636502903,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"2.5%",0.025,0.827839636502903,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"5%",0.05,0.996821632363176,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"10%",0.1,1.12609728515924,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"15%",0.15,1.20583676801551,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"20%",0.2,1.26484662139071,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"25%",0.25,1.34592037132965,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"30%",0.3,1.36443272451376,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"35%",0.35,1.36443272451376,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"40%",0.4,1.41325187362725,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"45%",0.45,1.4888445824409,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"50%",0.5,30.7608470917248,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"55%",0.55,30.7608470917248,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"60%",0.6,30.7608470917248,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"65%",0.65,30.7608470917248,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"70%",0.7,30.7608470917248,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"75%",0.75,30.7608470917248,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"80%",0.8,30.7608470917248,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"85%",0.85,30.7608470917248,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"90%",0.9,30.7608470917248,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"95%",0.95,30.7608470917248,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"97.5%",0.975,30.7608470917248,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-20,1,"99%",0.99,30.7608470917248,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-27,2,"1%",0.01,0.81495464505818,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-27,2,"2.5%",0.025,0.819999966699545,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-27,2,"5%",0.05,0.973077733443102,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-27,2,"10%",0.1,1.08425975455252,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-27,2,"15%",0.15,1.15765703739092,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-27,2,"20%",0.2,1.21852964149189,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-27,2,"25%",0.25,1.29805200343344,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-27,2,"30%",0.3,1.32557527555789,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-27,2,"35%",0.35,1.32795317880237,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-27,2,"40%",0.4,1.38190895180326,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-27,2,"45%",0.45,1.45815547686197,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-27,2,"50%",0.5,23.7930348593445,"ili perc","quantile","hhs1"
"HHS Region 1",2019-04-13,2019-04-27,2,"55%",0.55,23.7930348593445,"ili perc","quantile","hhs1"
