"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2018-02-24,2018-03-03,1,"1%",0.01,1.90741145023298,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"2.5%",0.025,1.94184825259072,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"5%",0.05,2.07612360903352,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"10%",0.1,2.25783825129031,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"15%",0.15,2.37049479387383,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"20%",0.2,2.51956222807593,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"25%",0.25,2.66975326026892,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"30%",0.3,2.72934196479304,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"35%",0.35,2.72934196479304,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"40%",0.4,2.82504942037099,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"45%",0.45,2.9714335564106,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"50%",0.5,328.964330207419,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"55%",0.55,328.964330207419,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"60%",0.6,328.964330207419,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"65%",0.65,328.964330207419,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"70%",0.7,328.964330207419,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"75%",0.75,328.964330207419,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"80%",0.8,328.964330207419,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"85%",0.85,328.964330207419,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-24,2018-03-03,1,"90%",0.9,328.964330207419,"ili perc","quantile","hhs1"
