location,origin_date,target_end_date,horizon,output_type_id,value,target,output_type
HHS Region 1,2018-04-21,2018-04-28,1,0.01,0.59791059285297,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.025,0.59791059285297,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.05,0.764071500668805,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.1,0.881682611672501,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.15,0.950655582817532,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.2,0.995357704578792,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.25,1.06105990733281,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.3,1.07347332078165,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.35,1.07347332078165,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.4,1.11769410919755,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.45,1.17983958366593,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.5,13.1875313703631,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.55,13.1875313703631,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.6,13.1875313703631,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.65,13.1875313703631,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.7,13.1875313703631,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.75,13.1875313703631,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.8,13.1875313703631,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.85,13.1875313703631,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.9,13.1875313703631,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.95,13.1875313703631,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.975,13.1875313703631,ili perc,quantile
HHS Region 1,2018-04-21,2018-04-28,1,0.99,13.1875313703631,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.01,0.589737395774567,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.025,0.589737395774567,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.05,0.742158471545562,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.1,0.841311942759981,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.15,0.90378726855023,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.2,0.950715894677479,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.25,1.01461092388385,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.3,1.03174066524996,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.35,1.04229258266399,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.4,1.08749023219733,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.45,1.15013479654214,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.5,11.5995960916427,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.55,11.5995960916427,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.6,11.5995960916427,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.65,11.5995960916427,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.7,11.5995960916427,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.75,11.5995960916427,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.8,11.5995960916427,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.85,11.5995960916427,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.9,11.5995960916427,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.95,11.5995960916427,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.975,11.5995960916427,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-05,2,0.99,11.5995960916427,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.01,0.578637340476288,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.025,0.583554861230326,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.05,0.719853951366801,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.1,0.800627617882435,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.15,0.856638536868854,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.2,0.905715886682763,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.25,0.967858436430177,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.3,0.987976046796776,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.35,1.01262557393625,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.4,1.05704279562716,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.45,1.12021953466388,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.5,8.86129298731539,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.55,8.86129298731539,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.6,8.86129298731539,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.65,8.86129298731539,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.7,8.86129298731539,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.75,8.86129298731539,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.8,8.86129298731539,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.85,8.86129298731539,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.9,8.86129298731539,ili perc,quantile
HHS Region 1,2018-04-21,2018-05-12,3,0.95,8.86129298731539,ili perc,quantile
