location,origin_date,target_end_date,horizon,output_type_id,value,target,output_type
HHS Region 1,2016-02-13,2016-02-20,1,0.01,1.06399416688383,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.025,1.12625794727246,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.05,1.25400351872198,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.1,1.37869043671591,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.15,1.46861375819504,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.2,1.53372810881607,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.25,1.64406757139677,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.3,1.6928519084909,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.35,1.73104831343909,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.4,1.80426245253791,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.45,1.86945292642155,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.5,6.22903478935816,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.55,6.22903478935816,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.6,6.22903478935816,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.65,6.22903478935816,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.7,6.22903478935816,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.75,6.22903478935816,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.8,6.22903478935816,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.85,6.22903478935816,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.9,6.22903478935816,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.95,6.22903478935816,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.975,6.22903478935816,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-20,1,0.99,6.22903478935816,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.01,1.05010644906066,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.025,1.12410203636485,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.05,1.2322170976979,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.1,1.33842120405579,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.15,1.42183613084195,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.2,1.48920214007917,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.25,1.59771674105906,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.3,1.64945328194138,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.35,1.70170114292016,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.4,1.7741373426353,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.45,1.83981620677519,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.5,5.01312814751681,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.55,5.01312814751681,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.6,5.01312814751681,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.65,5.01312814751681,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.7,5.01312814751681,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.75,5.01312814751681,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.8,5.01312814751681,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.85,5.01312814751681,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.9,5.01312814751681,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.95,5.01312814751681,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.975,5.01312814751681,ili perc,quantile
HHS Region 1,2016-02-13,2016-02-27,2,0.99,5.01312814751681,ili perc,quantile
HHS Region 1,2016-02-13,2016-03-05,3,0.01,1.03623756694614,ili perc,quantile
HHS Region 1,2016-02-13,2016-03-05,3,0.025,1.12196531753092,ili perc,quantile
HHS Region 1,2016-02-13,2016-03-05,3,0.05,1.21044657883708,ili perc,quantile
HHS Region 1,2016-02-13,2016-03-05,3,0.1,1.29816471193801,ili perc,quantile
HHS Region 1,2016-02-13,2016-03-05,3,0.15,1.37506989389853,ili perc,quantile
HHS Region 1,2016-02-13,2016-03-05,3,0.2,1.44469072116271,ili perc,quantile
HHS Region 1,2016-02-13,2016-03-05,3,0.25,1.55137823889632,ili perc,quantile
HHS Region 1,2016-02-13,2016-03-05,3,0.3,1.60606588888443,ili perc,quantile
