"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2018-04-28,2018-05-05,1,"1%",0.01,0.493971890085687,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"2.5%",0.025,0.493971890085687,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"5%",0.05,0.648832675673945,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"10%",0.1,0.748555462710438,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"15%",0.15,0.812564300006345,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"20%",0.2,0.846258483764768,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"25%",0.25,0.893377923518203,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"30%",0.3,0.893377923518203,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"35%",0.35,0.893377923518203,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"40%",0.4,0.918519119212306,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"45%",0.45,0.967371122541434,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"50%",0.5,5.10801251815197,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"55%",0.55,5.10801251815197,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"60%",0.6,5.10801251815197,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"65%",0.65,5.10801251815197,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"70%",0.7,5.10801251815197,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"75%",0.75,5.10801251815197,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"80%",0.8,5.10801251815197,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"85%",0.85,5.10801251815197,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"90%",0.9,5.10801251815197,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"95%",0.95,5.10801251815197,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"97.5%",0.975,5.10801251815197,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-05,1,"99%",0.99,5.10801251815197,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"1%",0.01,0.48613680031875,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"2.5%",0.025,0.48613680031875,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"5%",0.05,0.627202420740463,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"10%",0.1,0.708411347661979,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"15%",0.15,0.765898531380745,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"20%",0.2,0.801875400529642,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"25%",0.25,0.849418797909684,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"30%",0.3,0.855973068494815,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"35%",0.35,0.855973068494815,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"40%",0.4,0.888491165414105,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"45%",0.45,0.93781836144053,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"50%",0.5,4.3509885086113,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"55%",0.55,4.3509885086113,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"60%",0.6,4.3509885086113,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"65%",0.65,4.3509885086113,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"70%",0.7,4.3509885086113,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"75%",0.75,4.3509885086113,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"80%",0.8,4.3509885086113,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"85%",0.85,4.3509885086113,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"90%",0.9,4.3509885086113,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"95%",0.95,4.3509885086113,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"97.5%",0.975,4.3509885086113,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-12,2,"99%",0.99,4.3509885086113,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"1%",0.01,0.479436896363829,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"2.5%",0.025,0.479436896363829,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"5%",0.05,0.606521572215351,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"10%",0.1,0.669027880855724,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"15%",0.15,0.719912804064365,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"20%",0.2,0.758360984817187,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"25%",0.25,0.803925064244312,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"30%",0.3,0.814411549197961,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"35%",0.35,0.826252284543756,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"40%",0.4,0.859053868830845,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"45%",0.45,0.908776023446071,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"50%",0.5,6.38372577259192,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"55%",0.55,6.38372577259192,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"60%",0.6,6.38372577259192,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"65%",0.65,6.38372577259192,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"70%",0.7,6.38372577259192,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"75%",0.75,6.38372577259192,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"80%",0.8,6.38372577259192,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"85%",0.85,6.38372577259192,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"90%",0.9,6.38372577259192,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"95%",0.95,6.38372577259192,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"97.5%",0.975,6.38372577259192,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-19,3,"99%",0.99,6.38372577259192,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-26,4,"1%",0.01,0.466170948307026,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-26,4,"2.5%",0.025,0.476803274705451,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-26,4,"5%",0.05,0.584795392673824,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-26,4,"10%",0.1,0.628806912645279,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-28,2018-05-26,4,"15%",0.15,0.673178326511307,"ili perc","quantile","hhs1"
