location,origin_date,target_end_date,horizon,output_type_id,value,target,output_type
HHS Region 1,2017-04-29,2017-05-06,1,0.01,0.457459907016602,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.025,0.457459907016602,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.05,0.558705031702698,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.1,0.612802134512683,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.15,0.669881781230365,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.2,0.676972527644207,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.25,0.676972527644207,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.3,0.676972527644207,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.35,0.676972527644207,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.4,0.676972527644207,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.45,0.692026244486875,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.5,0.720883259030811,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.55,0.720883259030811,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.6,0.720883259030811,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.65,0.720883259030811,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.7,0.720883259030811,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.75,0.720883259030811,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.8,0.720883259030811,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.85,0.720883259030811,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.9,0.720883259030811,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.95,0.737990008063736,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.975,0.91141300114909,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-06,1,0.99,0.927682241762697,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.01,0.449848402814319,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.025,0.449848402814319,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.05,0.513329074593478,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.1,0.513329074593478,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.15,0.513329074593478,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.2,0.513329074593478,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.25,0.513329074593478,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.3,0.513329074593478,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.35,0.513329074593478,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.4,0.513329074593478,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.45,0.513329074593478,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.5,0.513329074593478,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.55,0.639945364303478,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.6,0.651461257214795,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.65,0.651671738739821,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.7,0.655218620809346,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.75,0.669301806907912,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.8,0.679848686297459,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.85,0.689991502773328,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.9,0.732985183253386,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.95,0.855883935217609,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.975,1.02135115158095,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-13,2,0.99,1.10411890557563,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-20,3,0.01,0.442332715083474,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-20,3,0.025,0.442332715083474,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-20,3,0.05,0.515898646528234,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-20,3,0.1,0.532877741383841,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-20,3,0.15,0.54124742562561,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-20,3,0.2,0.54124742562561,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-20,3,0.25,0.54124742562561,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-20,3,0.3,0.54124742562561,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-20,3,0.35,0.54124742562561,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-20,3,0.4,0.54124742562561,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-20,3,0.45,0.54124742562561,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-20,3,0.5,0.54124742562561,ili perc,quantile
HHS Region 1,2017-04-29,2017-05-20,3,0.55,0.623220176563337,ili perc,quantile
