location,origin_date,target_end_date,horizon,output_type_id,value,target,output_type
HHS Region 1,2018-12-29,2019-01-05,1,0.01,1.6423501200377,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.025,1.6423501200377,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.05,1.78651746022773,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.1,1.99631792521102,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.15,2.0946935738085,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.2,2.25367510635348,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.25,2.42883584479304,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.3,2.50132904287214,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.35,2.59286480878541,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.4,2.69240498039451,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.45,2.82518955722101,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.5,124.665810733532,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.55,124.665810733532,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.6,124.665810733532,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.65,124.665810733532,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.7,124.665810733532,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.75,124.665810733532,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.8,124.665810733532,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.85,124.665810733532,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.9,124.665810733532,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.95,124.665810733532,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.975,124.665810733532,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-05,1,0.99,124.665810733532,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.01,1.64825295732285,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.025,1.65296311035516,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.05,1.77834650028885,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.1,1.96695716804669,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.15,2.05766843590604,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.2,2.22160672031941,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.25,2.39304042027385,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.3,2.46754855307657,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.35,2.57192287237297,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.4,2.67075050040739,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.45,2.80287282813038,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.5,163.45794039915,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.55,163.45794039915,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.6,163.45794039915,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.65,163.45794039915,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.7,163.45794039915,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.75,163.45794039915,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.8,163.45794039915,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.85,163.45794039915,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.9,163.45794039915,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.95,163.45794039915,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.975,163.45794039915,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-12,2,0.99,163.45794039915,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.01,1.63833239505919,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.025,1.65484941220529,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.05,1.75990937482803,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.1,1.92937133393997,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.15,2.01328984369718,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.2,2.18014521823659,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.25,2.34928613614602,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.3,2.42651591197219,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.35,2.54464332285673,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.4,2.64270909835841,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.45,2.77503676817068,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.5,172.08369373942801,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.55,172.08369373942801,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.6,172.08369373942801,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.65,172.08369373942801,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.7,172.08369373942801,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.75,172.08369373942801,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.8,172.08369373942801,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.85,172.08369373942801,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.9,172.08369373942801,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.95,172.08369373942801,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.975,172.08369373942801,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-19,3,0.99,172.08369373942801,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-26,4,0.01,1.61630820388473,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-26,4,0.025,1.64440308871102,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-26,4,0.05,1.73125368596516,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-26,4,0.1,1.88359856089852,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-26,4,0.15,1.96159189365264,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-26,4,0.2,2.12933415407221,ili perc,quantile
HHS Region 1,2018-12-29,2019-01-26,4,0.25,2.2976098960215,ili perc,quantile
